epoch	time	lr	loss	accuracy	val_loss	val_accuracy
1	3.9153362999786623	0.1	0.0723777372309298	93.28560371517028		
2	3.845477499999106	0.1	0.03928722920986152	96.34287925696594		
3	3.8660968999611214	0.1	0.0282574479494117	97.44582043343654		
4	3.861492800002452	0.1	0.021594442306057587	98.21981424148606		
5	3.854046799999196	0.1	0.0215948721157508	98.12306501547988		
6	3.8767459000227973	0.1	0.017160301145754363	98.60681114551083		
7	3.8686180000077	0.1	0.01452297760006444	98.93575851393189		
8	3.85659520002082	0.1	0.012472327325735298	98.95510835913312		
9	3.884938900009729	0.1	0.010138556038263044	99.24535603715171		
10	3.8800492999725975	0.1	0.009998282561822572	99.24535603715171		
11	3.983198799949605	0.1	0.008986135840923424	99.38080495356037		
12	3.990805100009311	0.1	0.010012706511022505	99.16795665634675		
13	3.965601500007324	0.1	0.007542806547769452	99.45820433436532		
14	3.9071144000045024	0.1	0.006936069220396756	99.53560371517028		
15	3.9216629000147805	0.1	0.005138684444752271	99.61300309597523		
16	3.8904596000211313	0.1	0.003919930246315505	99.74845201238391		
17	3.899830199952703	0.1	0.0038671748937560307	99.72910216718266		
18	3.920501000015065	0.1	0.004997664105273991	99.69040247678019		
19	3.90222420002101	0.1	0.004305955824145223	99.70975232198143		
20	3.9255270000430755	0.1	0.005042595938770764	99.70975232198143		
