epoch	time	lr	loss	accuracy	val_loss	val_accuracy
1	0.8865445999545045	0.1	0.21408959605344913	81.86991879843114		
2	1.1631247000186704	0.1	0.1448166607356653	85.52845530936388		
3	1.0187387999612838	0.1	0.1444943635080888	85.52845533417492		
4	1.036298800026998	0.1	0.11265638005442735	88.86178866750825		
5	1.2510053000296466	0.1	0.08664964408409305	91.21951224474402		
6	1.0242335999500938	0.1	0.07228667164237142	92.84552845528455		
7	1.1119056000025012	0.1	0.06813515196972286	93.17073170731707		
8	0.9856940000317991	0.1	0.06325667616797731	93.65853658536585		
9	1.0561723000137135	0.1	0.06244328462980646	93.82113821138212		
10	0.9034774000174366	0.1	0.05936421858585952	94.0650406504065		
11	1.0315464000450447	0.1	0.056940458848224795	94.3089430894309		
12	0.8548327999887988	0.1	0.05703831690598309	94.30894313905297		
13	0.9854622000129893	0.1	0.05635909505975925	94.39024400168319		
14	0.9109668999444693	0.1	0.056314660742030884	94.3902439520611		
15	0.9893700999673456	0.1	0.056111450190466594	94.39024396446662		
16	0.871220400033053	0.1	0.05609906730128502	94.39024390243902		
17	1.056205399974715	0.1	0.05616567590372349	94.39024400168319		
18	0.8548933999845758	0.1	0.05617410664151401	94.39024390243902		
19	0.9267803999828175	0.1	0.05537893336088344	94.39024390243902		
20	0.8277760000200942	0.1	0.02918315517708538	97.23577241975117		
